course_ref,subject_ref,requirement_type,minimum_grade
MKU-4780,COMP067,ALTERNATIVE,C+
MKU-4780,PHY,OPTIONAL,C
SEKU-4786,ENG,COMPULSORY,C+
SEKU-4786,KIS,ALTERNATIVE,C+
SEKU-4786,MATH101,COMPULSORY,C+
SEKU-4786,COMP067,ALTERNATIVE,C+
SEKU-4786,PHY,OPTIONAL,C
CHUKA-4792,ENG,COMPULSORY,C+
CHUKA-4792,KIS,ALTERNATIVE,C+
CHUKA-4792,HIS,ALTERNATIVE,C+
CHUKA-4792,GEO,OPTIONAL,C
CHUKA-4804,ENG,COMPULSORY,C+
CHUKA-4804,KIS,ALTERNATIVE,C+
CHUKA-4804,MATH101,COMPULSORY,C
CHUKA-4804,GEO,OPTIONAL,C
CUK-4811,ENG,COMPULSORY,C+
CUK-4811,KIS,ALTERNATIVE,C+
CUK-4811,MATH101,COMPULSORY,C+
CUK-4811,COMP067,ALTERNATIVE,C+
CUK-4811,PHY,OPTIONAL,C
JKUAT-4823,ENG,COMPULSORY,C+
JKUAT-4823,KIS,ALTERNATIVE,C+
JKUAT-4823,MATH101,COMPULSORY,C+
JKUAT-4823,PHY,COMPULSORY,C+
JKUAT-4823,COMP067,OPTIONAL,C
ANU-4841,ENG,COMPULSORY,C+
ANU-4841,KIS,ALTERNATIVE,C+
ANU-4841,BIO,COMPULSORY,C+
ANU-4841,AGR,ALTERNATIVE,C+
ANU-4841,CHE,OPTIONAL,C
TUC-4845,ENG,COMPULSORY,C+
TUC-4845,KIS,ALTERNATIVE,C+
TUC-4845,BIO,COMPULSORY,C+
TUC-4845,AGR,ALTERNATIVE,C+
TUC-4845,CHE,OPTIONAL,C
SEKU-4848,ENG,COMPULSORY,C+
SEKU-4848,KIS,ALTERNATIVE,C+
SEKU-4848,BIO,COMPULSORY,C+
SEKU-4848,AGR,ALTERNATIVE,C+
SEKU-4848,CHE,OPTIONAL,C
EU-4852,ENG,COMPULSORY,C+
EU-4852,KIS,ALTERNATIVE,C+
EU-4852,HIS,ALTERNATIVE,C+
EU-4852,GEO,OPTIONAL,C
EU-4858,ENG,COMPULSORY,C+
EU-4858,KIS,ALTERNATIVE,C+
EU-4858,MATH101,COMPULSORY,C
EU-4858,GEO,OPTIONAL,C
KU-4863,ENG,COMPULSORY,C+
KU-4863,KIS,ALTERNATIVE,C+
KU-4863,BIO,COMPULSORY,C+
KU-4863,AGR,ALTERNATIVE,C+
KU-4863,CHE,OPTIONAL,C
KU-4875,ENG,COMPULSORY,C+
KU-4875,KIS,ALTERNATIVE,C+
KU-4875,MATH101,COMPULSORY,C+
KU-4875,COMP067,ALTERNATIVE,C+
KU-4875,PHY,OPTIONAL,C
TUK-4881,ENG,COMPULSORY,C+
TUK-4881,KIS,ALTERNATIVE,C+
TUK-4881,MATH101,COMPULSORY,C
TUK-4881,GEO,OPTIONAL,C
KU-4887,ENG,COMPULSORY,C+
KU-4887,KIS,ALTERNATIVE,C+
KU-4887,MATH101,COMPULSORY,C
KU-4887,GEO,OPTIONAL,C
KU-4893,ENG,COMPULSORY,C+
KU-4893,KIS,ALTERNATIVE,C+
KU-4893,MATH101,COMPULSORY,C
KU-4893,GEO,OPTIONAL,C
MMUOS-4899,ENG,COMPULSORY,C+
MMUOS-4899,KIS,ALTERNATIVE,C+
MMUOS-4899,MATH101,COMPULSORY,C
MMUOS-4899,GEO,OPTIONAL,C
DEKUT-4906,ENG,COMPULSORY,C+
DEKUT-4906,KIS,ALTERNATIVE,C+
DEKUT-4906,MATH101,COMPULSORY,C
DEKUT-4906,GEO,OPTIONAL,C
TUK-4908,ENG,COMPULSORY,C+
TUK-4908,KIS,ALTERNATIVE,C+
TUK-4908,MATH101,COMPULSORY,C
TUK-4908,GEO,OPTIONAL,C
KMU-4915,ENG,COMPULSORY,C+
KMU-4915,KIS,ALTERNATIVE,C+
KMU-4915,MATH101,COMPULSORY,C
KMU-4915,GEO,OPTIONAL,C
KSU-4922,ENG,COMPULSORY,C+
KSU-4922,KIS,ALTERNATIVE,C+
KSU-4922,MATH101,COMPULSORY,C
KSU-4922,GEO,OPTIONAL,C
KSU-4929,ENG,COMPULSORY,C+
KSU-4929,KIS,ALTERNATIVE,C+
KSU-4929,BIO,COMPULSORY,C+
KSU-4929,AGR,ALTERNATIVE,C+
KSU-4929,CHE,OPTIONAL,C
MMUOS-4936,ENG,COMPULSORY,C+
MMUOS-4936,KIS,ALTERNATIVE,C+
MMUOS-4936,MATH101,COMPULSORY,C+
MMUOS-4936,PHY,COMPULSORY,C+
MMUOS-4936,COMP067,OPTIONAL,C
DEKUT-4942,ENG,COMPULSORY,C+
DEKUT-4942,KIS,ALTERNATIVE,C+
DEKUT-4942,MATH101,COMPULSORY,C+
DEKUT-4942,PHY,COMPULSORY,C+
DEKUT-4942,COMP067,OPTIONAL,C
MUST-4948,ENG,COMPULSORY,C+
MUST-4948,KIS,ALTERNATIVE,C+
MUST-4948,MATH101,COMPULSORY,C+
MUST-4948,PHY,COMPULSORY,C+
MUST-4948,COMP067,OPTIONAL,C
MMUOS-4953,ENG,COMPULSORY,C+
MMUOS-4953,KIS,ALTERNATIVE,C+
MMUOS-4953,MATH101,COMPULSORY,C+
MMUOS-4953,PHY,COMPULSORY,C+
MMUOS-4953,COMP067,OPTIONAL,C
MUST-4960,ENG,COMPULSORY,C+
MUST-4960,KIS,ALTERNATIVE,C+
MUST-4960,MATH101,COMPULSORY,C+
MUST-4960,PHY,COMPULSORY,C+
MUST-4960,COMP067,OPTIONAL,C
DEKUT-4965,ENG,COMPULSORY,C+
DEKUT-4965,KIS,ALTERNATIVE,C+
DEKUT-4965,MATH101,COMPULSORY,C+
DEKUT-4965,PHY,COMPULSORY,C+
DEKUT-4965,COMP067,OPTIONAL,C
MMUOS-4972,ENG,COMPULSORY,C+
MMUOS-4972,KIS,ALTERNATIVE,C+
MMUOS-4972,MATH101,COMPULSORY,C+
MMUOS-4972,PHY,COMPULSORY,C+
MMUOS-4972,COMP067,OPTIONAL,C
DEKUT-4978,ENG,COMPULSORY,C+
DEKUT-4978,KIS,ALTERNATIVE,C+
DEKUT-4978,MATH101,COMPULSORY,C+
DEKUT-4978,PHY,COMPULSORY,C+
DEKUT-4978,COMP067,OPTIONAL,C
MUST-4984,ENG,COMPULSORY,C+
MUST-4984,KIS,ALTERNATIVE,C+
MUST-4984,MATH101,COMPULSORY,C+
MUST-4984,PHY,COMPULSORY,C+
MUST-4984,COMP067,OPTIONAL,C
KCA-4989,ENG,COMPULSORY,C+
KCA-4989,KIS,ALTERNATIVE,C+
KCA-4989,HIS,ALTERNATIVE,C+
KCA-4989,GEO,OPTIONAL,C
KU-4995,ENG,COMPULSORY,C+
KU-4995,KIS,ALTERNATIVE,C+
KU-4995,HIS,ALTERNATIVE,C+
KU-4995,GEO,OPTIONAL,C
MSU-5002,ENG,COMPULSORY,C+
MSU-5002,KIS,ALTERNATIVE,C+
MSU-5002,MATH101,COMPULSORY,C+
MSU-5002,COMP067,ALTERNATIVE,C+
MSU-5002,PHY,OPTIONAL,C
MMUOS-5009,ENG,COMPULSORY,C+
MMUOS-5009,KIS,ALTERNATIVE,C+
MMUOS-5009,BIO,COMPULSORY,C+
MMUOS-5009,CHE,COMPULSORY,C+
MMUOS-5009,MATH101,ALTERNATIVE,C+
KU-5015,ENG,COMPULSORY,C+
KU-5015,KIS,ALTERNATIVE,C+
KU-5015,BIO,COMPULSORY,C+
KU-5015,CHE,COMPULSORY,C+
KU-5015,MATH101,ALTERNATIVE,C+
KSU-5027,ENG,COMPULSORY,C+
KSU-5027,KIS,ALTERNATIVE,C+
KSU-5027,MATH101,COMPULSORY,C
KSU-5027,GEO,OPTIONAL,C
CUK-5033,ENG,COMPULSORY,C+
CUK-5033,KIS,ALTERNATIVE,C+
CUK-5033,BIO,COMPULSORY,C+
CUK-5033,AGR,ALTERNATIVE,C+
CUK-5033,CHE,OPTIONAL,C
UOE-5037,ENG,COMPULSORY,C+
UOE-5037,KIS,ALTERNATIVE,C+
UOE-5037,HIS,ALTERNATIVE,C+
UOE-5037,GEO,OPTIONAL,C
MKU-5040,ENG,COMPULSORY,C+
MKU-5040,KIS,ALTERNATIVE,C+
MKU-5040,HIS,ALTERNATIVE,C+
MKU-5040,GEO,OPTIONAL,C
UOE-5046,ENG,COMPULSORY,C+
UOE-5046,KIS,ALTERNATIVE,C+
UOE-5046,MATH101,COMPULSORY,C+
UOE-5046,BST,ALTERNATIVE,C+
ZU-5049,ENG,COMPULSORY,C+
ZU-5049,KIS,ALTERNATIVE,C+
ZU-5049,MATH101,COMPULSORY,C+
ZU-5049,BST,ALTERNATIVE,C+
AIU-5055,ENG,COMPULSORY,C+
AIU-5055,KIS,ALTERNATIVE,C+
AIU-5055,MATH101,COMPULSORY,C+
AIU-5055,BST,ALTERNATIVE,C+
CUK-5061,ENG,COMPULSORY,C+
CUK-5061,KIS,ALTERNATIVE,C+
CUK-5061,MATH101,COMPULSORY,C
CUK-5061,GEO,OPTIONAL,C
JKUAT-5064,ENG,COMPULSORY,C+
JKUAT-5064,KIS,ALTERNATIVE,C+
JKUAT-5064,MATH101,COMPULSORY,C+
JKUAT-5064,BST,ALTERNATIVE,C+
CUK-5070,ENG,COMPULSORY,C+
CUK-5070,KIS,ALTERNATIVE,C+
CUK-5070,MATH101,COMPULSORY,C+
CUK-5070,BST,ALTERNATIVE,C+
PU-5073,ENG,COMPULSORY,C+
PU-5073,KIS,ALTERNATIVE,C+
PU-5073,BIO,COMPULSORY,C+
PU-5073,AGR,ALTERNATIVE,C+
PU-5073,CHE,OPTIONAL,C
KU-5079,ENG,COMPULSORY,C+
KU-5079,KIS,ALTERNATIVE,C+
KU-5079,BIO,COMPULSORY,C+
KU-5079,AGR,ALTERNATIVE,C+
KU-5079,CHE,OPTIONAL,C
MMU-5080,ENG,COMPULSORY,C+
MMU-5080,KIS,ALTERNATIVE,C+
MMU-5080,BIO,COMPULSORY,C+
MMU-5080,AGR,ALTERNATIVE,C+
MMU-5080,CHE,OPTIONAL,C
UOE-5086,ENG,COMPULSORY,C+
UOE-5086,KIS,ALTERNATIVE,C+
UOE-5086,MATH101,COMPULSORY,C+
UOE-5086,BST,ALTERNATIVE,C+
KSU-5091,ENG,COMPULSORY,C+
KSU-5091,KIS,ALTERNATIVE,C+
KSU-5091,MATH101,COMPULSORY,C+
KSU-5091,BST,ALTERNATIVE,C+
MU-5094,ENG,COMPULSORY,C+
MU-5094,KIS,ALTERNATIVE,C+
MU-5094,HIS,ALTERNATIVE,C+
MU-5094,GEO,OPTIONAL,C
TUM-5103,ENG,COMPULSORY,C+
TUM-5103,KIS,ALTERNATIVE,C+
TUM-5103,MATH101,COMPULSORY,C+
TUM-5103,COMP067,ALTERNATIVE,C+
TUM-5103,PHY,OPTIONAL,C
JOOUS-5110,ENG,COMPULSORY,C+
JOOUS-5110,KIS,ALTERNATIVE,C+
JOOUS-5110,BIO,COMPULSORY,C+
JOOUS-5110,AGR,ALTERNATIVE,C+
JOOUS-5110,CHE,OPTIONAL,C
EU-5115,ENG,COMPULSORY,C+
EU-5115,KIS,ALTERNATIVE,C+
EU-5115,BIO,COMPULSORY,B-
EU-5115,CHE,COMPULSORY,C+
EU-5115,MATH101,ALTERNATIVE,C+
UON-5122,ENG,COMPULSORY,C+
UON-5122,KIS,ALTERNATIVE,C+
UON-5122,BIO,COMPULSORY,B-
UON-5122,CHE,COMPULSORY,C+
UON-5122,MATH101,ALTERNATIVE,C+
MMUOS-5129,ENG,COMPULSORY,C+
MMUOS-5129,KIS,ALTERNATIVE,C+
MMUOS-5129,BIO,COMPULSORY,C+
MMUOS-5129,AGR,ALTERNATIVE,C+
MMUOS-5129,CHE,OPTIONAL,C
MMUOS-5135,ENG,COMPULSORY,C+
MMUOS-5135,KIS,ALTERNATIVE,C+
MMUOS-5135,MATH101,COMPULSORY,C
MMUOS-5135,GEO,OPTIONAL,C
MMUOS-5153,ENG,COMPULSORY,C+
MMUOS-5153,KIS,ALTERNATIVE,C+
MMUOS-5153,MATH101,COMPULSORY,C+
MMUOS-5153,BST,ALTERNATIVE,C+
MUST-5160,ENG,COMPULSORY,C+
MUST-5160,KIS,ALTERNATIVE,C+
MUST-5160,MATH101,COMPULSORY,C+
MUST-5160,BST,ALTERNATIVE,C+
TUK-5165,ENG,COMPULSORY,C+
TUK-5165,KIS,ALTERNATIVE,C+
TUK-5165,MATH101,COMPULSORY,C+
TUK-5165,BST,ALTERNATIVE,C+
MMUOS-5172,ENG,COMPULSORY,C+
MMUOS-5172,KIS,ALTERNATIVE,C+
MMUOS-5172,HIS,ALTERNATIVE,C+
MMUOS-5172,GEO,OPTIONAL,C
JKUAT-5184,ENG,COMPULSORY,C+
JKUAT-5184,KIS,ALTERNATIVE,C+
JKUAT-5184,MATH101,COMPULSORY,C+
JKUAT-5184,BST,ALTERNATIVE,C+
TUM-5191,ENG,COMPULSORY,C+
TUM-5191,KIS,ALTERNATIVE,C+
TUM-5191,MATH101,COMPULSORY,C
TUM-5191,GEO,OPTIONAL,C
TUM-5197,ENG,COMPULSORY,C+
TUM-5197,KIS,ALTERNATIVE,C+
TUM-5197,BIO,COMPULSORY,C+
TUM-5197,CHE,COMPULSORY,C+
TUM-5197,MATH101,ALTERNATIVE,C+
TUK-5204,ENG,COMPULSORY,C+
TUK-5204,KIS,ALTERNATIVE,C+
TUK-5204,BIO,COMPULSORY,C+
TUK-5204,CHE,COMPULSORY,C+
TUK-5204,MATH101,ALTERNATIVE,C+
KCA-5211,ENG,COMPULSORY,C+
KCA-5211,KIS,ALTERNATIVE,C+
KCA-5211,MATH101,COMPULSORY,C+
KCA-5211,COMP067,ALTERNATIVE,C+
KCA-5211,PHY,OPTIONAL,C
MUT-5217,ENG,COMPULSORY,C+
MUT-5217,KIS,ALTERNATIVE,C+
MUT-5217,MATH101,COMPULSORY,C+
MUT-5217,COMP067,ALTERNATIVE,C+
MUT-5217,PHY,OPTIONAL,C
KCA-5222,ENG,COMPULSORY,C+
KCA-5222,KIS,ALTERNATIVE,C+
KCA-5222,MATH101,COMPULSORY,C
KCA-5222,GEO,OPTIONAL,C
JKUAT-5228,ENG,COMPULSORY,C+
JKUAT-5228,KIS,ALTERNATIVE,C+
JKUAT-5228,MATH101,COMPULSORY,C
JKUAT-5228,GEO,OPTIONAL,C
TMU-5235,ENG,COMPULSORY,C+
TMU-5235,KIS,ALTERNATIVE,C+
TMU-5235,MATH101,COMPULSORY,C+
TMU-5235,COMP067,ALTERNATIVE,C+
TMU-5235,PHY,OPTIONAL,C
MSU-5240,ENG,COMPULSORY,C+
MSU-5240,KIS,ALTERNATIVE,C+
MSU-5240,MATH101,COMPULSORY,C+
MSU-5240,COMP067,ALTERNATIVE,C+
MSU-5240,PHY,OPTIONAL,C
MKU-5242,ENG,COMPULSORY,C+
MKU-5242,KIS,ALTERNATIVE,C+
MKU-5242,MATH101,COMPULSORY,C+
MKU-5242,COMP067,ALTERNATIVE,C+
MKU-5242,PHY,OPTIONAL,C
DEKUT-5248,ENG,COMPULSORY,C+
DEKUT-5248,KIS,ALTERNATIVE,C+
DEKUT-5248,MATH101,COMPULSORY,C+
DEKUT-5248,COMP067,ALTERNATIVE,C+
DEKUT-5248,PHY,OPTIONAL,C
GLUOK-5260,ENG,COMPULSORY,C+
GLUOK-5260,KIS,ALTERNATIVE,C+
GLUOK-5260,MATH101,COMPULSORY,C+
GLUOK-5260,COMP067,ALTERNATIVE,C+
GLUOK-5260,PHY,OPTIONAL,C
PU-5265,ENG,COMPULSORY,C+
PU-5265,KIS,ALTERNATIVE,C+
PU-5265,BIO,COMPULSORY,C+
PU-5265,CHE,COMPULSORY,C+
PU-5265,MATH101,ALTERNATIVE,C+
KU-5271,ENG,COMPULSORY,C+
KU-5271,KIS,ALTERNATIVE,C+
KU-5271,BIO,COMPULSORY,C+
KU-5271,CHE,COMPULSORY,C+
KU-5271,MATH101,ALTERNATIVE,C+
MMU-5278,ENG,COMPULSORY,C+
MMU-5278,KIS,ALTERNATIVE,C+
MMU-5278,BIO,COMPULSORY,C+
MMU-5278,CHE,COMPULSORY,C+
MMU-5278,MATH101,ALTERNATIVE,C+
MUST-5285,ENG,COMPULSORY,C+
MUST-5285,KIS,ALTERNATIVE,C+
MUST-5285,BIO,COMPULSORY,C+
MUST-5285,CHE,COMPULSORY,C+
MUST-5285,MATH101,ALTERNATIVE,C+
TUK-5291,ENG,COMPULSORY,C+
TUK-5291,KIS,ALTERNATIVE,C+
TUK-5291,MATH101,COMPULSORY,C
TUK-5291,GEO,OPTIONAL,C
MMU-5298,ENG,COMPULSORY,C+
MMU-5298,KIS,ALTERNATIVE,C+
MMU-5298,BIO,COMPULSORY,C+
MMU-5298,AGR,ALTERNATIVE,C+
MMU-5298,CHE,OPTIONAL,C
SEKU-5301,ENG,COMPULSORY,C+
SEKU-5301,KIS,ALTERNATIVE,C+
SEKU-5301,BIO,COMPULSORY,C+
SEKU-5301,AGR,ALTERNATIVE,C+
SEKU-5301,CHE,OPTIONAL,C
KU-5307,ENG,COMPULSORY,C+
KU-5307,KIS,ALTERNATIVE,C+
KU-5307,MATH101,COMPULSORY,C
KU-5307,GEO,OPTIONAL,C
UON-5317,ENG,COMPULSORY,C+
UON-5317,KIS,ALTERNATIVE,C+
UON-5317,HIS,ALTERNATIVE,C+
UON-5317,GEO,OPTIONAL,C
TUK-5323,ENG,COMPULSORY,C+
TUK-5323,KIS,ALTERNATIVE,C+
TUK-5323,MATH101,COMPULSORY,C+
TUK-5323,PHY,COMPULSORY,C+
TUK-5323,COMP067,OPTIONAL,C
UON-5330,ENG,COMPULSORY,C+
UON-5330,KIS,ALTERNATIVE,C+
UON-5330,MATH101,COMPULSORY,C+
UON-5330,PHY,COMPULSORY,C+
UON-5330,COMP067,OPTIONAL,C
JKUAT-5337,ENG,COMPULSORY,C+
JKUAT-5337,KIS,ALTERNATIVE,C+
JKUAT-5337,MATH101,COMPULSORY,C+
JKUAT-5337,PHY,COMPULSORY,C+
JKUAT-5337,COMP067,OPTIONAL,C
KU-5347,ENG,COMPULSORY,C+
KU-5347,KIS,ALTERNATIVE,C+
KU-5347,MATH101,COMPULSORY,C+
KU-5347,COMP067,ALTERNATIVE,C+
KU-5347,PHY,OPTIONAL,C
PU-5350,ENG,COMPULSORY,C+
PU-5350,KIS,ALTERNATIVE,C+
PU-5350,MATH101,COMPULSORY,C+
PU-5350,COMP067,ALTERNATIVE,C+
PU-5350,PHY,OPTIONAL,C
UOE-5356,ENG,COMPULSORY,C+
UOE-5356,KIS,ALTERNATIVE,C+
UOE-5356,BIO,COMPULSORY,C+
UOE-5356,AGR,ALTERNATIVE,C+
UOE-5356,CHE,OPTIONAL,C
UOE-5367,ENG,COMPULSORY,C+
UOE-5367,KIS,ALTERNATIVE,C+
UOE-5367,MATH101,COMPULSORY,C+
UOE-5367,COMP067,ALTERNATIVE,C+
UOE-5367,PHY,OPTIONAL,C
JKUAT-5368,ENG,COMPULSORY,C+
JKUAT-5368,KIS,ALTERNATIVE,C+
JKUAT-5368,MATH101,COMPULSORY,C
JKUAT-5368,GEO,OPTIONAL,C
TUK-5371,ENG,COMPULSORY,C+
TUK-5371,KIS,ALTERNATIVE,C+
TUK-5371,MATH101,COMPULSORY,C
TUK-5371,GEO,OPTIONAL,C
MU-5377,ENG,COMPULSORY,C+
MU-5377,KIS,ALTERNATIVE,C+
MU-5377,MATH101,COMPULSORY,C
MU-5377,GEO,OPTIONAL,C
KU-5383,ENG,COMPULSORY,C+
KU-5383,KIS,ALTERNATIVE,C+
KU-5383,HIS,ALTERNATIVE,C+
KU-5383,GEO,OPTIONAL,C
MUST-5390,ENG,COMPULSORY,C+
MUST-5390,KIS,ALTERNATIVE,C+
MUST-5390,BIO,COMPULSORY,C+
MUST-5390,AGR,ALTERNATIVE,C+
MUST-5390,CHE,OPTIONAL,C
JKUAT-5395,ENG,COMPULSORY,C+
JKUAT-5395,KIS,ALTERNATIVE,C+
JKUAT-5395,BIO,COMPULSORY,C+
JKUAT-5395,AGR,ALTERNATIVE,C+
JKUAT-5395,CHE,OPTIONAL,C
MSU-5402,ENG,COMPULSORY,C+
MSU-5402,KIS,ALTERNATIVE,C+
MSU-5402,MATH101,COMPULSORY,C+
MSU-5402,COMP067,ALTERNATIVE,C+
MSU-5402,PHY,OPTIONAL,C
UON-5409,ENG,COMPULSORY,C+
UON-5409,KIS,ALTERNATIVE,C+
UON-5409,HIS,ALTERNATIVE,C+
UON-5409,GEO,OPTIONAL,C
JKUAT-5416,ENG,COMPULSORY,C+
JKUAT-5416,KIS,ALTERNATIVE,C+
JKUAT-5416,MATH101,COMPULSORY,C
JKUAT-5416,GEO,OPTIONAL,C
UON-5422,ENG,COMPULSORY,C+
UON-5422,KIS,ALTERNATIVE,C+
UON-5422,MATH101,COMPULSORY,C
UON-5422,GEO,OPTIONAL,C
JKUAT-5428,ENG,COMPULSORY,C+
JKUAT-5428,KIS,ALTERNATIVE,C+
JKUAT-5428,MATH101,COMPULSORY,C+
JKUAT-5428,BST,ALTERNATIVE,C+
JKUAT-5434,ENG,COMPULSORY,C+
JKUAT-5434,KIS,ALTERNATIVE,C+
JKUAT-5434,MATH101,COMPULSORY,C
JKUAT-5434,GEO,OPTIONAL,C
LU-5440,ENG,COMPULSORY,C+
LU-5440,KIS,ALTERNATIVE,C+
LU-5440,MATH101,COMPULSORY,C
LU-5440,GEO,OPTIONAL,C
MU-5443,ENG,COMPULSORY,C+
MU-5443,KIS,ALTERNATIVE,C+
MU-5443,MATH101,COMPULSORY,C
MU-5443,GEO,OPTIONAL,C
LU-5456,ENG,COMPULSORY,C+
LU-5456,KIS,ALTERNATIVE,C+
LU-5456,HIS,ALTERNATIVE,C+
LU-5456,GEO,OPTIONAL,C
MKU-5462,ENG,COMPULSORY,C+
MKU-5462,KIS,ALTERNATIVE,C+
MKU-5462,MATH101,COMPULSORY,C+
MKU-5462,BST,ALTERNATIVE,C+
MSU-5468,ENG,COMPULSORY,C+
MSU-5468,KIS,ALTERNATIVE,C+
MSU-5468,MATH101,COMPULSORY,C+
MSU-5468,COMP067,ALTERNATIVE,C+
MSU-5468,PHY,OPTIONAL,C
UON-5474,ENG,COMPULSORY,C+
UON-5474,KIS,ALTERNATIVE,C+
UON-5474,MATH101,COMPULSORY,C
UON-5474,GEO,OPTIONAL,C
JKUAT-5481,ENG,COMPULSORY,C+
JKUAT-5481,KIS,ALTERNATIVE,C+
JKUAT-5481,MATH101,COMPULSORY,C+
JKUAT-5481,COMP067,ALTERNATIVE,C+
JKUAT-5481,PHY,OPTIONAL,C
UOE-5487,ENG,COMPULSORY,C+
UOE-5487,KIS,ALTERNATIVE,C+
UOE-5487,MATH101,COMPULSORY,C+
UOE-5487,COMP067,ALTERNATIVE,C+
UOE-5487,PHY,OPTIONAL,C
JKUAT-5492,ENG,COMPULSORY,C+
JKUAT-5492,KIS,ALTERNATIVE,C+
JKUAT-5492,MATH101,COMPULSORY,C+
JKUAT-5492,PHY,COMPULSORY,C+
JKUAT-5492,COMP067,OPTIONAL,C
PU-5499,ENG,COMPULSORY,C+
PU-5499,KIS,ALTERNATIVE,C+
PU-5499,MATH101,COMPULSORY,C
PU-5499,GEO,OPTIONAL,C
KU-5505,ENG,COMPULSORY,C+
KU-5505,KIS,ALTERNATIVE,C+
KU-5505,MATH101,COMPULSORY,C
KU-5505,GEO,OPTIONAL,C
LU-5518,ENG,COMPULSORY,C+
LU-5518,KIS,ALTERNATIVE,C+
LU-5518,HIS,ALTERNATIVE,C+
LU-5518,GEO,OPTIONAL,C
MKU-5531,ENG,COMPULSORY,C+
MKU-5531,KIS,ALTERNATIVE,C+
MKU-5531,MATH101,COMPULSORY,C
MKU-5531,GEO,OPTIONAL,C
MSU-5537,ENG,COMPULSORY,C+
MSU-5537,KIS,ALTERNATIVE,C+
MSU-5537,MATH101,COMPULSORY,C
MSU-5537,GEO,OPTIONAL,C
ZU-5543,ENG,COMPULSORY,C+
ZU-5543,KIS,ALTERNATIVE,C+
ZU-5543,HIS,ALTERNATIVE,C+
ZU-5543,GEO,OPTIONAL,C
JKUAT-5546,ENG,COMPULSORY,C+
JKUAT-5546,KIS,ALTERNATIVE,C+
JKUAT-5546,HIS,ALTERNATIVE,C+
JKUAT-5546,GEO,OPTIONAL,C
JKUAT-5550,ENG,COMPULSORY,C+
JKUAT-5550,KIS,ALTERNATIVE,C+
JKUAT-5550,BIO,COMPULSORY,C+
JKUAT-5550,AGR,ALTERNATIVE,C+
JKUAT-5550,CHE,OPTIONAL,C
UOE-5556,ENG,COMPULSORY,C+
UOE-5556,KIS,ALTERNATIVE,C+
UOE-5556,BIO,COMPULSORY,C+
UOE-5556,AGR,ALTERNATIVE,C+
UOE-5556,CHE,OPTIONAL,C
MMU-5557,ENG,COMPULSORY,C+
MMU-5557,KIS,ALTERNATIVE,C+
MMU-5557,MATH101,COMPULSORY,C+
MMU-5557,COMP067,ALTERNATIVE,C+
MMU-5557,PHY,OPTIONAL,C
TUK-5568,ENG,COMPULSORY,C+
TUK-5568,KIS,ALTERNATIVE,C+
TUK-5568,MATH101,COMPULSORY,C+
TUK-5568,PHY,COMPULSORY,C+
TUK-5568,COMP067,OPTIONAL,C
MU-5575,ENG,COMPULSORY,C+
MU-5575,KIS,ALTERNATIVE,C+
MU-5575,MATH101,COMPULSORY,C+
MU-5575,PHY,COMPULSORY,C+
MU-5575,COMP067,OPTIONAL,C
MU-5599,ENG,COMPULSORY,C+
MU-5599,KIS,ALTERNATIVE,C+
MU-5599,HIS,ALTERNATIVE,C+
MU-5599,GEO,OPTIONAL,C
MMU-5600,ENG,COMPULSORY,C+
MMU-5600,KIS,ALTERNATIVE,C+
MMU-5600,MATH101,COMPULSORY,C+
MMU-5600,COMP067,ALTERNATIVE,C+
MMU-5600,PHY,OPTIONAL,C
PU-5607,ENG,COMPULSORY,C+
PU-5607,KIS,ALTERNATIVE,C+
PU-5607,HIS,ALTERNATIVE,C+
PU-5607,GEO,OPTIONAL,C
TU-5612,ENG,COMPULSORY,C+
TU-5612,KIS,ALTERNATIVE,C+
TU-5612,HIS,ALTERNATIVE,C+
TU-5612,GEO,OPTIONAL,C
MU-5618,ENG,COMPULSORY,C+
MU-5618,KIS,ALTERNATIVE,C+
MU-5618,MATH101,COMPULSORY,C+
MU-5618,BST,ALTERNATIVE,C+
MMU-5625,ENG,COMPULSORY,C+
MMU-5625,KIS,ALTERNATIVE,C+
MMU-5625,MATH101,COMPULSORY,C+
MMU-5625,BST,ALTERNATIVE,C+
AU-5630,ENG,COMPULSORY,C+
AU-5630,KIS,ALTERNATIVE,C+
AU-5630,BIO,COMPULSORY,C+
AU-5630,CHE,COMPULSORY,C+
AU-5630,MATH101,ALTERNATIVE,C+
SEKU-5634,ENG,COMPULSORY,C+
SEKU-5634,KIS,ALTERNATIVE,C+
SEKU-5634,BIO,COMPULSORY,C+
SEKU-5634,CHE,COMPULSORY,C+
SEKU-5634,MATH101,ALTERNATIVE,C+
KU-5638,ENG,COMPULSORY,C+
KU-5638,KIS,ALTERNATIVE,C+
KU-5638,HIS,ALTERNATIVE,C+
KU-5638,GEO,OPTIONAL,C
MSU-5645,ENG,COMPULSORY,C+
MSU-5645,KIS,ALTERNATIVE,C+
MSU-5645,MATH101,COMPULSORY,C+
MSU-5645,COMP067,ALTERNATIVE,C+
MSU-5645,PHY,OPTIONAL,C
MU-5652,ENG,COMPULSORY,C+
MU-5652,KIS,ALTERNATIVE,C+
MU-5652,MATH101,COMPULSORY,C+
MU-5652,PHY,COMPULSORY,C+
MU-5652,COMP067,OPTIONAL,C
TUK-5658,ENG,COMPULSORY,C+
TUK-5658,KIS,ALTERNATIVE,C+
