code,title,slug,description,qualification,career,institution,duration_years,career_code
DEKUT-2616,BACHELOR OF SUSTAINABLE TOURISM AND HOSPITALITY MANAGEMENT,bachelor-of-sustainable-tourism-and-hospitality-management-dekut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Sustainable Tourism And Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Sustainable Tourism And Hospitality Management,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,4,CAR-101
PU-2629,BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT),bachelor-of-science-hospitality-tourism-management-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Hospitality & Tourism Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Hospitality & Tourism Management),PWANI UNIVERSITY,4,CAR-101
KU-2636,BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT),bachelor-of-science-hospitality-tourism-management-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Hospitality & Tourism Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Hospitality & Tourism Management),KENYATTA UNIVERSITY,4,CAR-101
KSU-2637,BACHELOR OF HOTEL AND HOSPITALITY MANAGEMENT,bachelor-of-hotel-and-hospitality-management-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Hotel And Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Hotel And Hospitality Management,KISII UNIVERSITY,4,CAR-101
RU-2644,BACHELOR OF HOTEL AND HOSPITALITY MANAGEMENT,bachelor-of-hotel-and-hospitality-management-ru,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Hotel And Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Hotel And Hospitality Management,RONGO UNIVERSITY,4,CAR-101
MU-2651,BACHELOR OF HOTELS AND HOSPITALITY MANAGEMENT,bachelor-of-hotels-and-hospitality-management-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Hotels And Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Hotels And Hospitality Management,MOI UNIVERSITY,4,CAR-101
UOE-2658,BACHELOR OF HOTEL & HOSPITALITY MANAGEMENT,bachelor-of-hotel-hospitality-management-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Hotel & Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Hotel & Hospitality Management,UNIVERSITY OF ELDORET,4,CAR-101
EU-2665,BACHELOR OF SCIENCE (ECOTOURISM & HOSPITALITY MANAGEMENT),bachelor-of-science-ecotourism-hospitality-management-eu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Ecotourism & Hospitality Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Ecotourism & Hospitality Management),EGERTON UNIVERSITY,4,CAR-101
CHUKA-2672,BACHELOR OF SCIENCE IN ECOTOURISM,bachelor-of-science-in-ecotourism-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Ecotourism, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Ecotourism,CHUKA UNIVERSITY,4,CAR-137
RU-2679,BACHELOR OF TOURISM AND HOSPITALITY MANAGEMENT,bachelor-of-tourism-and-hospitality-management-ru,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Tourism And Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Tourism And Hospitality Management,RONGO UNIVERSITY,4,CAR-101
KSU-2682,BACHELOR OF ECOTOURISM AND HOSPITALITY MANAGEMENT,bachelor-of-ecotourism-and-hospitality-management-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Ecotourism And Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Ecotourism And Hospitality Management,KISII UNIVERSITY,4,CAR-101
TMU-2689,"BACHELOR OF SCIENCE (ECO-TOURISM, HOTEL AND INSTITUTION MANAGEMENT, WITH IT)",bachelor-of-science-eco-tourism-hotel-and-institution-management-with-it-tmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Eco-Tourism, Hotel And Institution Management, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Eco-Tourism, Hotel And Institution Management, With It)",TOM MBOYA UNIVERSITY,4,CAR-101
GU-2696,BACHELOR OF SCIENCE IN HOSPITALITY MANAGEMENT,bachelor-of-science-in-hospitality-management-gu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Hospitality Management,GRETSA UNIVERSITY,4,CAR-101
KU-2702,BACHELOR OF SCIENCE IN HOSPITALITY MANAGEMENT,bachelor-of-science-in-hospitality-management-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Hospitality Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Hospitality Management,KABARAK UNIVERSITY,4,CAR-101
UOE-2703,BACHELOR OF SCIENCE IN HOSPITALITY AND TOURISM MANAGEMENT,bachelor-of-science-in-hospitality-and-tourism-management-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Hospitality And Tourism Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Hospitality And Tourism Management,UNIVERSITY OF EMBU,4,CAR-101
MUST-2704,BACHELOR OF SCIENCE IN HOSPITALITY AND TOURISM MANAGEMENT,bachelor-of-science-in-hospitality-and-tourism-management-must,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Hospitality And Tourism Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Hospitality And Tourism Management,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-101
KSU-2708,BACHELOR OF SCIENCE (BIOTECHNOLOGY),bachelor-of-science-biotechnology-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Biotechnology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Biotechnology),KISII UNIVERSITY,4,CAR-107
JKUAT-2714,BACHELOR OF SCIENCE (BIOTECHNOLOGY),bachelor-of-science-biotechnology-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Biotechnology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Biotechnology),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-107
KCA-2715,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),bachelor-of-science-information-technology-kca,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Information Technology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Information Technology),KCA UNIVERSITY,4,CAR-101
MMUOS-2721,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),bachelor-of-science-information-technology-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Information Technology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Information Technology),MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-101
UOE-2722,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,bachelor-of-science-in-information-technology-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Information Technology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Information Technology,UNIVERSITY OF EMBU,4,CAR-101
AU-2729,BACHELOR OF INFORMATION TECHNOLOGY,bachelor-of-information-technology-au,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Information Technology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Information Technology,ALUPE UNIVERSITY,4,CAR-101
TUK-2730,BACHELOR OF TECHNOLOGY (INFORMATION TECHNOLOGY),bachelor-of-technology-information-technology-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Information Technology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Information Technology),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-101
UOE-2737,BACHELOR OF LIBRARY AND INFORMATION SCIENCE,bachelor-of-library-and-information-science-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Library And Information Science, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Library And Information Science,UNIVERSITY OF EMBU,4,CAR-160
EU-2743,BACHELOR OF SCIENCE IN LIBRARY AND INFORMATION SCIENCE,bachelor-of-science-in-library-and-information-science-eu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Library And Information Science, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Library And Information Science,EGERTON UNIVERSITY,4,CAR-160
JOOUS-2749,BACHELOR OF SCIENCE IN LIBRARY AND KNOWLEDGE MANAGEMENT,bachelor-of-science-in-library-and-knowledge-management-joous,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Library And Knowledge Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Library And Knowledge Management,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-126
TU-2752,BACHELOR OF SCIENCE  IN INFORMATION SCIENCE,bachelor-of-science-in-information-science-tu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science  In Information Science, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in In Information Science,THARAKA UNIVERSITY,4,CAR-161
KU-2757,BACHELOR OF LIBRARY & INFORMATION SCIENCE,bachelor-of-library-information-science-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Library & Information Science, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Library & Information Science,KENYATTA UNIVERSITY,4,CAR-162
LU-2763,BACHELOR OF LIBRARY AND INFORMATION STUDIES,bachelor-of-library-and-information-studies-lu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Library And Information Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Library And Information Studies,LAIKIPIA UNIVERSITY,4,CAR-163
KSU-2769,BACHELOR OF TRAVEL AND TOURS OPERATIONS MANAGEMENT,bachelor-of-travel-and-tours-operations-management-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Travel And Tours Operations Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Travel And Tours Operations Management,KISII UNIVERSITY,4,CAR-126
MUT-2776,BACHELOR OF TRAVEL & TOURS MANAGEMENT,bachelor-of-travel-tours-management-mut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Travel & Tours Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Travel & Tours Management,MURANG'A UNIVERSITY OF TECHNOLOGY,4,CAR-126
UOE-2783,BACHELOR OF TRAVEL & TOURS OPERATIONS MANAGEMENT,bachelor-of-travel-tours-operations-management-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Travel & Tours Operations Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Travel & Tours Operations Management,UNIVERSITY OF ELDORET,4,CAR-126
